age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,predicted_deposit,probability,predicted_proba,actual_deposit
28,management,married,university.degree,yes,yes,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6789921509272767,0.6789921509272767,0
29,student,single,high.school,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.6206975203956295,0.6206975203956295,1
50,self-employed,divorced,university.degree,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6361040461979867,0.6361040461979867,0
32,admin.,married,high.school,yes,yes,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1,0.6678077831226813,0.6678077831226813,0
38,technician,divorced,professional.course,no,yes,cellular,oct,tue,1,999,2,failure,-3.4,92.431,-26.9,0.742,5017.5,1,0.9111766095878316,0.9111766095878316,0
29,services,single,high.school,yes,no,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,1,0.785480683482616,0.785480683482616,0
44,blue-collar,single,high.school,yes,yes,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.6510369176309194,0.6510369176309194,0
59,services,single,high.school,yes,no,cellular,mar,fri,2,999,0,nonexistent,-1.8,93.369,-34.8,0.636,5008.7,1,0.9442835374079104,0.9442835374079104,0
23,services,single,high.school,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1,0.7165681396350622,0.7165681396350622,0
38,technician,married,professional.course,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.6705245755610791,0.6705245755610791,0
47,admin.,married,university.degree,no,no,cellular,sep,fri,3,999,1,failure,-3.4,92.379,-29.8,0.803,5017.5,1,0.9226780723806618,0.9226780723806618,0
26,admin.,married,high.school,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,1,0.8997382893003661,0.8997382893003661,0
38,admin.,single,university.degree,yes,no,cellular,jun,mon,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9197571107370175,0.9197571107370175,0
54,technician,divorced,university.degree,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,0.6809870701533016,0.6809870701533016,0
49,management,married,university.degree,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,0.6309237249857267,0.6309237249857267,0
43,blue-collar,married,basic.9y,no,no,cellular,mar,tue,2,999,0,nonexistent,-1.8,92.843,-50.0,1.799,5099.1,1,0.9308763002264927,0.9308763002264927,1
31,services,married,basic.9y,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6996221485561039,0.6996221485561039,1
33,admin.,single,university.degree,no,yes,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.6980369740442458,0.6980369740442458,0
47,blue-collar,divorced,basic.9y,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6020483494922371,0.6020483494922371,0
48,blue-collar,married,basic.9y,yes,yes,cellular,may,tue,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,1,0.5906982484224486,0.5906982484224486,0
55,retired,divorced,basic.4y,no,no,cellular,may,wed,4,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1,0.6888375581915664,0.6888375581915664,1
36,management,divorced,high.school,no,yes,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.6758243914113902,0.6758243914113902,1
25,blue-collar,married,basic.9y,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6383914449776996,0.6383914449776996,0
54,self-employed,married,university.degree,yes,no,cellular,oct,thu,6,6,1,success,-1.1,94.601,-49.5,0.987,4963.6,1,0.9659074525709533,0.9659074525709533,0
35,student,married,university.degree,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.6305152689651636,0.6305152689651636,1
58,retired,divorced,university.degree,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1,0.9264403676797598,0.9264403676797598,0
29,admin.,single,university.degree,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.6433283235696139,0.6433283235696139,0
31,admin.,single,university.degree,yes,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.384,5099.1,1,0.9186627570112786,0.9186627570112786,0
24,admin.,single,professional.course,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.9121386241742412,0.9121386241742412,1
33,blue-collar,married,basic.6y,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1,0.7253091878390692,0.7253091878390692,0
51,blue-collar,married,basic.9y,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,0.7867059196174938,0.7867059196174938,0
28,blue-collar,married,high.school,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.6425177201228182,0.6425177201228182,0
32,admin.,single,university.degree,yes,yes,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,0.6763018287979596,0.6763018287979596,1
38,admin.,married,high.school,no,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1,0.6592325212518668,0.6592325212518668,0
57,retired,married,high.school,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6475113758083314,0.6475113758083314,0
29,admin.,single,university.degree,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,0.6817323142394672,0.6817323142394672,0
35,self-employed,married,high.school,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.6677102766767022,0.6677102766767022,0
41,blue-collar,married,basic.9y,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.7943719421255361,0.7943719421255361,1
38,student,single,high.school,no,no,cellular,mar,mon,6,999,0,nonexistent,-1.8,93.369,-34.8,0.639,5008.7,1,0.9399407499854557,0.9399407499854557,0
74,retired,married,high.school,no,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,0.9223235023389005,0.9223235023389005,0
30,technician,single,university.degree,yes,yes,cellular,jul,mon,7,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.6711039354691235,0.6711039354691235,0
36,admin.,single,university.degree,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.7222817583952207,0.7222817583952207,0
81,housemaid,married,basic.4y,yes,no,cellular,oct,wed,2,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,1,0.9326765802159368,0.9326765802159368,0
32,management,single,university.degree,yes,no,cellular,mar,mon,2,999,1,failure,-1.8,92.843,-50.0,1.703,5099.1,1,0.9345886866127707,0.9345886866127707,0
48,technician,married,high.school,yes,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,1,0.9171136368784868,0.9171136368784868,1
32,self-employed,single,university.degree,no,no,cellular,jul,thu,1,999,2,failure,-2.9,92.469,-33.6,1.072,5076.2,1,0.909765829761925,0.909765829761925,0
27,technician,single,professional.course,no,no,cellular,may,thu,1,11,1,success,-1.8,92.893,-46.2,1.266,5099.1,1,0.9089068382113163,0.9089068382113163,0
37,admin.,married,high.school,yes,yes,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.9217391674570585,0.9217391674570585,0
34,admin.,married,university.degree,yes,yes,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1,0.8456949849484338,0.8456949849484338,0
45,admin.,married,high.school,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6130917806069061,0.6130917806069061,0
70,retired,married,basic.4y,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1,0.9315207422170255,0.9315207422170255,1
34,technician,single,basic.9y,no,no,cellular,aug,mon,3,6,3,success,-1.7,94.027,-38.3,0.896,4991.6,1,0.9653267785724896,0.9653267785724896,1
41,admin.,single,high.school,no,no,cellular,may,mon,7,2,1,success,-1.8,92.893,-46.2,1.244,5099.1,1,0.670162155824414,0.670162155824414,0
49,management,married,university.degree,yes,no,cellular,nov,fri,1,3,1,success,-0.1,93.2,-42.0,4.021,5195.8,1,0.7880193722273382,0.7880193722273382,0
53,management,divorced,university.degree,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.749,-34.6,0.64,5008.7,1,0.9442835374079104,0.9442835374079104,0
45,admin.,married,university.degree,yes,no,cellular,aug,wed,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.6159004090446392,0.6159004090446392,0
30,technician,married,high.school,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.696380479324996,0.696380479324996,0
52,management,married,university.degree,no,no,telephone,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.882580311793337,0.882580311793337,0
37,unemployed,married,university.degree,yes,no,cellular,oct,thu,2,999,1,failure,-3.4,92.431,-26.9,0.733,5017.5,1,0.9312785552245099,0.9312785552245099,1
30,blue-collar,single,basic.9y,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.6955649942039446,0.6955649942039446,0
39,technician,married,professional.course,yes,no,telephone,jul,wed,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6537534339526145,0.6537534339526145,0
35,blue-collar,single,basic.9y,yes,no,cellular,jul,tue,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.6944726999395825,0.6944726999395825,0
53,retired,married,high.school,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1,0.8579724217183666,0.8579724217183666,0
45,management,married,university.degree,yes,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6148659600669029,0.6148659600669029,0
50,admin.,divorced,university.degree,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1,0.6514634585151886,0.6514634585151886,0
58,blue-collar,married,basic.4y,yes,no,cellular,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6338636796639835,0.6338636796639835,0
68,retired,divorced,basic.4y,yes,no,cellular,mar,tue,2,11,1,success,-1.8,93.369,-34.8,0.635,5008.7,1,0.9659074525709533,0.9659074525709533,1
34,admin.,single,university.degree,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,0.7582417434772372,0.7582417434772372,0
57,retired,married,university.degree,no,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1,0.9259259455927424,0.9259259455927424,0
49,self-employed,married,university.degree,yes,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1,0.6211142773976889,0.6211142773976889,0
44,admin.,divorced,high.school,no,no,cellular,jul,tue,5,999,0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,1,0.9217391674570585,0.9217391674570585,1
28,services,single,high.school,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1,0.7766263276729715,0.7766263276729715,1
56,retired,married,basic.6y,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.6245098438095124,0.6245098438095124,0
33,technician,single,university.degree,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.6926782339811534,0.6926782339811534,0
56,technician,married,high.school,no,no,telephone,oct,thu,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,1,0.9556357741257849,0.9556357741257849,1
31,admin.,single,high.school,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1,0.6687062935417903,0.6687062935417903,0
35,management,single,university.degree,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1,0.7861437536921262,0.7861437536921262,0
35,technician,married,professional.course,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6955830501718835,0.6955830501718835,0
31,blue-collar,married,basic.9y,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,1,0.6414809548676862,0.6414809548676862,0
31,technician,single,professional.course,no,no,cellular,aug,mon,2,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,1,0.9276704984085713,0.9276704984085713,0
55,admin.,divorced,university.degree,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.666050637952676,0.666050637952676,0
45,blue-collar,married,basic.9y,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,1,0.6103295675604006,0.6103295675604006,0
25,services,married,high.school,yes,no,telephone,jul,tue,9,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,1,0.6914163326794586,0.6914163326794586,1
81,retired,married,basic.4y,yes,no,cellular,oct,wed,1,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6,1,0.9210375331977563,0.9210375331977563,1
35,entrepreneur,married,high.school,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.684137438819181,0.684137438819181,1
26,blue-collar,married,basic.9y,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6192116250324555,0.6192116250324555,0
34,admin.,single,university.degree,no,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.7219496830300131,0.7219496830300131,0
70,retired,married,university.degree,yes,no,cellular,aug,mon,3,999,1,failure,-2.9,92.201,-31.4,0.843,5076.2,1,0.888881764495879,0.888881764495879,0
29,blue-collar,married,basic.6y,no,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,1,0.6920784556369445,0.6920784556369445,0
31,admin.,single,university.degree,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1,0.6687141761885446,0.6687141761885446,0
56,self-employed,married,university.degree,yes,no,cellular,jun,thu,3,999,0,nonexistent,-2.9,92.963,-40.8,1.235,5076.2,1,0.9250090283661481,0.9250090283661481,0
50,admin.,married,basic.9y,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.6051439949765788,0.6051439949765788,0
27,admin.,single,high.school,yes,yes,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1,0.6578648256261977,0.6578648256261977,0
47,admin.,married,university.degree,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.6008673496376116,0.6008673496376116,0
42,management,single,university.degree,yes,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.743,5017.5,1,0.9214008504774639,0.9214008504774639,1
42,services,divorced,high.school,yes,no,telephone,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.8812279256914287,0.8812279256914287,0
59,blue-collar,married,basic.9y,yes,no,cellular,may,mon,7,6,1,success,-1.8,92.893,-46.2,1.354,5099.1,1,0.9240702411076381,0.9240702411076381,0
31,admin.,single,university.degree,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6441826096774761,0.6441826096774761,0
67,retired,married,professional.course,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1,0.9285555977167227,0.9285555977167227,1
47,admin.,divorced,high.school,yes,no,cellular,sep,tue,1,999,1,failure,-3.4,92.379,-29.8,0.755,5017.5,1,0.9230444158740643,0.9230444158740643,0
58,management,divorced,university.degree,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.6925358661116997,0.6925358661116997,0
32,technician,married,basic.9y,no,no,cellular,sep,wed,1,6,5,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.9659074525709533,0.9659074525709533,1
55,retired,married,high.school,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6564113686789628,0.6564113686789628,0
38,admin.,single,university.degree,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2,1,0.9217391674570585,0.9217391674570585,0
44,admin.,divorced,high.school,no,yes,cellular,jul,tue,4,999,0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,1,0.9217391674570585,0.9217391674570585,0
78,retired,divorced,basic.4y,yes,no,cellular,nov,fri,2,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.9659074525709533,0.9659074525709533,1
27,blue-collar,married,basic.9y,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.7378265934332682,0.7378265934332682,0
29,admin.,single,university.degree,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.6408447851659981,0.6408447851659981,0
29,blue-collar,married,high.school,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.696380479324996,0.696380479324996,0
69,entrepreneur,married,high.school,no,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9250090283661481,0.9250090283661481,1
29,admin.,single,university.degree,yes,no,cellular,jul,fri,8,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.7195059663333401,0.7195059663333401,0
32,technician,married,professional.course,yes,yes,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,1,0.6762808326768972,0.6762808326768972,0
33,technician,married,high.school,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.598013685041797,0.598013685041797,0
40,blue-collar,married,professional.course,no,no,cellular,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6610027042215149,0.6610027042215149,0
44,management,married,basic.6y,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1,0.7607243521342193,0.7607243521342193,0
35,services,single,high.school,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,0.7852095837310119,0.7852095837310119,0
48,blue-collar,married,professional.course,yes,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1,0.6460602101392333,0.6460602101392333,0
22,student,single,high.school,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,93.876,-40.0,0.697,5008.7,1,0.9442835374079104,0.9442835374079104,1
41,services,single,university.degree,yes,no,cellular,aug,fri,1,4,2,success,-2.9,92.201,-31.4,0.881,5076.2,1,0.964436915836843,0.964436915836843,1
37,services,married,high.school,no,no,cellular,jul,thu,1,6,2,success,-1.7,94.215,-40.3,0.846,4991.6,1,0.9659074525709533,0.9659074525709533,1
