age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,predicted_deposit,probability,predicted_proba,actual_deposit
33,blue-collar,divorced,basic.9y,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0.4083312694680571,0.4083312694680571,0
57,retired,single,professional.course,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.4054573887859282,0.4054573887859282,0
35,admin.,married,high.school,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.45563725318441767,0.45563725318441767,0
37,admin.,single,university.degree,no,no,telephone,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.5377196888979417,0.5377196888979417,0
29,management,single,university.degree,no,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,1,0.5807031107955914,0.5807031107955914,0
27,technician,single,professional.course,no,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.3895140778798255,0.3895140778798255,0
27,blue-collar,married,basic.9y,no,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.39344946103322204,0.39344946103322204,0
40,blue-collar,single,basic.6y,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.43377831459125404,0.43377831459125404,0
42,technician,married,professional.course,no,no,telephone,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5455235985557839,0.5455235985557839,0
32,services,married,high.school,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5730491949834522,0.5730491949834522,0
28,technician,divorced,university.degree,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.2941720558220274,0.2941720558220274,0
26,entrepreneur,married,basic.4y,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.5187846454677029,0.5187846454677029,0
41,services,married,university.degree,yes,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5639771235125289,0.5639771235125289,0
36,blue-collar,married,basic.4y,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1,0.5898105952444805,0.5898105952444805,0
37,management,married,university.degree,no,no,telephone,jun,fri,23,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.1812805388298599,0.1812805388298599,0
30,admin.,married,university.degree,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,0.46715562431233687,0.46715562431233687,0
52,management,married,high.school,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.53635217369484,0.53635217369484,0
37,entrepreneur,married,basic.9y,yes,yes,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1,0.5832725005992033,0.5832725005992033,0
38,admin.,single,university.degree,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4752423991516029,0.4752423991516029,0
48,admin.,divorced,high.school,no,yes,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5692859599342496,0.5692859599342496,0
44,housemaid,married,basic.4y,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.2549083083009802,0.2549083083009802,0
56,technician,divorced,university.degree,no,yes,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.2589708928958772,0.2589708928958772,0
44,services,married,high.school,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.46650601186246016,0.46650601186246016,0
39,admin.,single,university.degree,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5644364771489677,0.5644364771489677,0
44,blue-collar,married,basic.9y,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,0.4022919659020581,0.4022919659020581,0
51,management,married,basic.4y,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,0.5557263567319578,0.5557263567319578,0
43,blue-collar,married,basic.4y,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.35156306693140077,0.35156306693140077,0
45,services,divorced,high.school,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.5565906994881071,0.5565906994881071,0
40,admin.,single,university.degree,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5665834445712197,0.5665834445712197,0
50,housemaid,married,basic.4y,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.27484402473073294,0.27484402473073294,0
26,admin.,married,high.school,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5448471302884121,0.5448471302884121,0
31,blue-collar,single,basic.4y,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.42198410069059056,0.42198410069059056,0
55,blue-collar,married,basic.9y,no,no,cellular,aug,fri,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.4978928387761541,0.4978928387761541,0
49,management,married,university.degree,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.5564288193697312,0.5564288193697312,0
34,blue-collar,married,basic.4y,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.4305208768598058,0.4305208768598058,0
54,retired,married,basic.9y,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5315970228883384,0.5315970228883384,0
54,self-employed,married,professional.course,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.303251900550345,0.303251900550345,0
32,admin.,divorced,university.degree,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.5220422583200349,0.5220422583200349,0
54,admin.,married,university.degree,no,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.3333442394438875,0.3333442394438875,0
36,admin.,married,high.school,yes,no,telephone,may,fri,14,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.12026289183234966,0.12026289183234966,0
50,admin.,married,high.school,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1,0.5606083467914162,0.5606083467914162,0
32,self-employed,married,basic.6y,no,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.5686948010476539,0.5686948010476539,0
57,blue-collar,divorced,basic.9y,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.46892364142001436,0.46892364142001436,0
30,student,single,high.school,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.42135108060286086,0.42135108060286086,0
34,unemployed,single,high.school,yes,no,telephone,may,tue,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.29683658075796737,0.29683658075796737,0
33,technician,married,professional.course,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.25206377871907537,0.25206377871907537,0
57,retired,married,basic.4y,yes,no,telephone,may,thu,10,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.289415320889051,0.289415320889051,0
34,technician,single,professional.course,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,1,0.5396216274742184,0.5396216274742184,0
52,self-employed,married,professional.course,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,0.4186750688152227,0.4186750688152227,0
53,technician,divorced,professional.course,no,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4225930400885578,0.4225930400885578,0
33,technician,married,professional.course,yes,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.5627587673207397,0.5627587673207397,0
32,entrepreneur,married,high.school,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.39059657642384116,0.39059657642384116,0
36,admin.,married,university.degree,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.31584806758889716,0.31584806758889716,0
37,blue-collar,married,professional.course,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5599352747532589,0.5599352747532589,0
33,admin.,married,university.degree,yes,yes,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.5246297445219605,0.5246297445219605,0
33,services,married,basic.4y,yes,yes,telephone,jun,mon,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.34469152721411217,0.34469152721411217,0
40,blue-collar,married,basic.9y,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4310911407404247,0.4310911407404247,0
32,blue-collar,divorced,basic.9y,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.4268947938737417,0.4268947938737417,0
40,housemaid,married,basic.4y,yes,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.4285759244542889,0.4285759244542889,0
57,technician,single,university.degree,yes,no,cellular,aug,wed,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.5679396810533457,0.5679396810533457,0
54,services,married,high.school,no,no,telephone,jun,fri,20,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.148844604570379,0.148844604570379,0
41,services,single,high.school,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,0.4578708062752834,0.4578708062752834,0
31,unemployed,married,university.degree,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.4667946609075193,0.4667946609075193,0
30,blue-collar,single,basic.6y,yes,no,telephone,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.33285307324186736,0.33285307324186736,0
44,entrepreneur,married,basic.4y,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.487021817977932,0.487021817977932,1
41,blue-collar,married,basic.9y,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.5363985704385248,0.5363985704385248,0
48,admin.,divorced,high.school,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.45084614825280306,0.45084614825280306,0
37,technician,married,professional.course,no,no,telephone,may,tue,16,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.1336588886083952,0.1336588886083952,0
33,admin.,married,university.degree,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.553746576084722,0.553746576084722,0
37,technician,married,professional.course,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5701113837274746,0.5701113837274746,1
49,blue-collar,married,basic.4y,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5479508314989907,0.5479508314989907,0
41,technician,single,university.degree,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5665834445712197,0.5665834445712197,0
47,blue-collar,married,high.school,yes,no,cellular,jul,tue,18,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.038107596360242656,0.038107596360242656,0
32,management,married,high.school,no,yes,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,0.5307244186832545,0.5307244186832545,0
44,admin.,married,university.degree,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4738536524755763,0.4738536524755763,0
57,blue-collar,divorced,professional.course,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5389286258722954,0.5389286258722954,0
34,blue-collar,married,basic.6y,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.5424312612259081,0.5424312612259081,0
29,self-employed,married,university.degree,yes,no,telephone,jun,wed,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5252900890365484,0.5252900890365484,0
37,unemployed,single,university.degree,yes,no,telephone,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.4386522684746328,0.4386522684746328,0
30,services,married,high.school,yes,yes,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3682337195628818,0.3682337195628818,0
40,admin.,single,high.school,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4612706866782382,0.4612706866782382,0
32,admin.,married,high.school,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.41967070787086813,0.41967070787086813,0
24,services,single,high.school,yes,yes,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,0.3459046786258429,0.3459046786258429,0
56,blue-collar,single,basic.4y,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.4569505937055329,0.4569505937055329,0
33,entrepreneur,married,university.degree,yes,no,cellular,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.577149340919327,0.577149340919327,0
36,admin.,divorced,high.school,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3135009231350779,0.3135009231350779,0
37,admin.,married,university.degree,no,no,telephone,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5769715938226044,0.5769715938226044,0
51,blue-collar,married,basic.4y,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5200417334925491,0.5200417334925491,0
39,self-employed,married,high.school,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.4304033336260623,0.4304033336260623,0
58,blue-collar,married,basic.4y,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1,0.5523832140475787,0.5523832140475787,0
37,admin.,single,university.degree,no,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,0.5675507547470927,0.5675507547470927,0
28,admin.,single,university.degree,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.34495173864528134,0.34495173864528134,0
46,services,married,high.school,yes,yes,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.4978892726574105,0.4978892726574105,0
32,blue-collar,married,basic.9y,no,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.28442225483685135,0.28442225483685135,0
46,blue-collar,married,basic.9y,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.5069699799338083,0.5069699799338083,0
36,technician,married,high.school,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5621219245684789,0.5621219245684789,1
36,blue-collar,married,basic.9y,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,0.36737391997011687,0.36737391997011687,0
54,management,divorced,basic.6y,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.5327241713264631,0.5327241713264631,0
43,admin.,married,high.school,no,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4569016374438589,0.4569016374438589,0
48,blue-collar,married,basic.4y,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.34201336355366446,0.34201336355366446,0
28,blue-collar,married,basic.4y,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.446936922736125,0.446936922736125,0
55,blue-collar,married,basic.9y,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.41766186257007876,0.41766186257007876,0
48,services,married,basic.4y,no,no,cellular,may,tue,5,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0,0.23551327424921684,0.23551327424921684,0
32,services,divorced,high.school,no,yes,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.44231391460012603,0.44231391460012603,0
57,admin.,married,university.degree,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.45055192568746677,0.45055192568746677,0
48,blue-collar,married,basic.6y,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.45562284295289657,0.45562284295289657,0
34,blue-collar,married,basic.9y,no,yes,cellular,apr,mon,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.3279495740027019,0.3279495740027019,0
