age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,predicted_deposit,probability
36,management,single,university.degree,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.44689835720236826
41,blue-collar,married,basic.9y,no,no,telephone,jun,fri,6,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1,0.5294543322588101
32,technician,single,professional.course,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1,0.6786556721253872
30,technician,married,professional.course,no,no,cellular,jul,tue,19,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.03879952679730528
78,retired,divorced,basic.4y,yes,no,cellular,nov,fri,2,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.9664520739047134
30,blue-collar,single,basic.4y,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.2862399963151009
23,technician,single,professional.course,yes,no,telephone,jul,fri,4,999,0,nonexistent,-2.9,92.469,-33.6,1.007,5076.2,1,0.89436579427381
32,admin.,married,professional.course,yes,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,1,0.9166755367794885
61,retired,married,basic.9y,no,no,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,1,0.9235023881376588
51,admin.,divorced,high.school,no,yes,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.6752037843691604
34,technician,married,university.degree,yes,no,cellular,nov,fri,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,1,0.9336193956377254
27,services,single,high.school,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,1,0.5824352592272961
31,admin.,single,university.degree,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.6836666742721149
43,services,married,high.school,yes,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.509717926810812
32,admin.,married,university.degree,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.45775226122970375
31,admin.,single,university.degree,yes,no,cellular,jun,tue,2,13,1,success,-2.9,92.963,-40.8,1.262,5076.2,1,0.9650165519011713
38,blue-collar,divorced,high.school,yes,yes,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.6749809328470815
63,retired,married,high.school,yes,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,1,0.9328644285603999
26,admin.,single,university.degree,yes,no,telephone,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1,0.6346559035607957
41,services,married,high.school,yes,no,cellular,jul,mon,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6373988821630446
55,admin.,married,high.school,no,yes,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5129383049309049
37,blue-collar,married,basic.9y,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1,0.6416601181408625
74,retired,married,high.school,no,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,0.9235023881376588
36,entrepreneur,single,university.degree,yes,yes,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1,0.7246149755180213
35,blue-collar,married,basic.9y,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,0.3470493261116964
37,services,married,high.school,yes,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1,0.7465335093117708
43,management,married,university.degree,yes,yes,cellular,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.49535874787554435
34,admin.,single,basic.6y,no,no,cellular,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.33751743876917145
31,technician,single,university.degree,yes,no,telephone,mar,fri,2,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,1,0.9390040457904385
42,housemaid,married,high.school,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,1,0.672351882053605
30,technician,single,university.degree,no,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.7050857611310847
59,technician,divorced,basic.9y,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.5668030076561533
51,technician,married,basic.9y,no,no,telephone,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.8897369357514687
24,admin.,single,university.degree,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,1,0.8194219638227653
56,entrepreneur,married,basic.4y,yes,yes,cellular,jul,thu,20,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.02841708087405375
52,unemployed,married,university.degree,yes,no,cellular,nov,fri,7,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,0.2581613167389332
48,entrepreneur,married,professional.course,no,no,telephone,jun,fri,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.355869716071888
46,self-employed,married,basic.9y,yes,no,telephone,may,fri,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.20408774723490736
45,blue-collar,single,high.school,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,0.7634505916567244
35,blue-collar,married,basic.9y,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.6806619147348982
48,self-employed,divorced,high.school,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.4337120585677627
39,technician,married,basic.6y,no,no,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,1,0.543935851288526
30,admin.,married,university.degree,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.4892482467513716
44,blue-collar,married,basic.6y,no,yes,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.4628037150122511
54,self-employed,married,university.degree,no,no,cellular,oct,thu,3,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,1,0.9369370661919607
35,services,married,professional.course,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1,0.5313127012266027
35,admin.,single,high.school,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5550767422219177
37,management,married,university.degree,yes,no,cellular,oct,thu,3,5,5,success,-1.1,94.601,-49.5,1.025,4963.6,1,0.9664520739047134
41,management,married,university.degree,no,no,cellular,aug,fri,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.6006945775867313
29,self-employed,single,university.degree,no,yes,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.3191478088345475
30,student,single,high.school,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.40455906696490745
40,blue-collar,married,basic.9y,yes,no,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.489319433617311
37,technician,married,high.school,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.6057088490043229
31,technician,single,professional.course,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.6452563579083768
31,technician,married,professional.course,yes,no,cellular,aug,mon,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.5733574297181422
38,technician,single,basic.9y,yes,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,0.31188920190363256
45,blue-collar,married,basic.9y,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.4508377868683296
