age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,predicted_deposit,probability,predicted_proba
38,blue-collar,married,professional.course,yes,no,telephone,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.3909032716399953,0.3909032716399953
42,blue-collar,married,basic.9y,no,no,telephone,may,fri,9,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.34242223990500237,0.34242223990500237
47,technician,married,professional.course,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1,0.580589113442549,0.580589113442549
44,technician,married,university.degree,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5741168921515833,0.5741168921515833
31,technician,single,professional.course,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.4552473650283806,0.4552473650283806
36,blue-collar,married,basic.9y,yes,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5090680751969195,0.5090680751969195
40,blue-collar,married,high.school,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.43950546337161617,0.43950546337161617
30,technician,married,professional.course,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.37200196382045164,0.37200196382045164
37,management,married,university.degree,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.4328031423723865,0.4328031423723865
53,technician,married,professional.course,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1,0.5100710773931568,0.5100710773931568
58,self-employed,married,basic.9y,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.5763445099905325,0.5763445099905325
58,technician,married,high.school,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.4194454287976638,0.4194454287976638
59,retired,married,basic.4y,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.2620719845207115,0.2620719845207115
54,admin.,married,high.school,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1,0.5833696613080263,0.5833696613080263
45,blue-collar,married,basic.9y,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.47144354418035517,0.47144354418035517
24,technician,single,professional.course,no,no,telephone,may,tue,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.36501060052041817,0.36501060052041817
29,technician,single,university.degree,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.5435068309972775,0.5435068309972775
34,management,single,high.school,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.521312148879782,0.521312148879782
36,technician,married,professional.course,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5382201563206979,0.5382201563206979
33,services,married,high.school,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.41825074475861124,0.41825074475861124
47,blue-collar,married,basic.4y,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.49215145735566773,0.49215145735566773
56,technician,married,basic.4y,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5335431101647556,0.5335431101647556
36,self-employed,single,basic.4y,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.43017723739148417,0.43017723739148417
36,entrepreneur,married,high.school,yes,yes,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1,0.5660252831465471,0.5660252831465471
44,blue-collar,single,high.school,no,no,telephone,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.5523407489957757,0.5523407489957757
36,blue-collar,single,high.school,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5571449329905572,0.5571449329905572
54,management,married,university.degree,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.4048506139338744,0.4048506139338744
59,retired,married,basic.4y,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.3570624172247244,0.3570624172247244
41,entrepreneur,married,high.school,no,no,telephone,may,thu,13,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.48885545295886573,0.48885545295886573
56,entrepreneur,married,university.degree,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.44095667970481794,0.44095667970481794
39,technician,married,basic.6y,yes,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,1,0.5170973009272198,0.5170973009272198
47,blue-collar,married,basic.6y,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5368128960854806,0.5368128960854806
46,self-employed,married,basic.9y,yes,no,telephone,may,fri,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.20408774723490736,0.20408774723490736
41,technician,single,professional.course,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.45913959059623277,0.45913959059623277
40,blue-collar,married,high.school,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.43950546337161617,0.43950546337161617
43,admin.,married,high.school,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.535921269149601,0.535921269149601
31,housemaid,single,high.school,yes,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.40443663870174074,0.40443663870174074
33,admin.,married,basic.9y,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.30635303001005687,0.30635303001005687
56,services,married,high.school,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3865685026889897,0.3865685026889897
50,blue-collar,married,basic.4y,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.4795585397655274,0.4795585397655274
24,student,single,basic.4y,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.23663804052749288,0.23663804052749288
36,blue-collar,married,basic.9y,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1,0.5880069901460594,0.5880069901460594
52,services,married,university.degree,yes,yes,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5238809823697879,0.5238809823697879
32,blue-collar,married,basic.4y,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.26637616701991534,0.26637616701991534
41,blue-collar,divorced,basic.6y,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4889518061578735,0.4889518061578735
46,housemaid,divorced,basic.6y,yes,no,telephone,jun,tue,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.42960903798936867,0.42960903798936867
59,blue-collar,married,basic.9y,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5260984598044507,0.5260984598044507
29,admin.,single,university.degree,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.43768373457276805,0.43768373457276805
48,management,married,university.degree,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.4932174625275118,0.4932174625275118
33,services,divorced,high.school,yes,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5374417219734365,0.5374417219734365
45,blue-collar,married,basic.9y,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.45703162826337695,0.45703162826337695
29,admin.,single,high.school,yes,no,telephone,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,0.0651206910924995,0.0651206910924995
50,services,married,high.school,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4040478825584369,0.4040478825584369
29,blue-collar,married,professional.course,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5223297690012209,0.5223297690012209
31,technician,married,professional.course,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3220853446630226,0.3220853446630226
32,services,single,basic.9y,no,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1,0.507225879447183,0.507225879447183
44,housemaid,married,basic.4y,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.3098387823008217,0.3098387823008217
57,admin.,single,university.degree,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.5430289971073339,0.5430289971073339
31,blue-collar,married,basic.9y,no,no,telephone,may,wed,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.23189739311878693,0.23189739311878693
31,unemployed,single,basic.4y,no,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.28429350371263973,0.28429350371263973
40,admin.,married,high.school,no,yes,telephone,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,1,0.5898267810999351,0.5898267810999351
32,services,married,high.school,yes,no,telephone,jun,mon,32,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.10041092932171407,0.10041092932171407
33,blue-collar,single,basic.4y,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.4672103566446518,0.4672103566446518
42,services,married,high.school,no,yes,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.4281698881103496,0.4281698881103496
55,technician,married,professional.course,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4805683624075228,0.4805683624075228
28,blue-collar,married,basic.6y,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1,0.5282098144866395,0.5282098144866395
49,unemployed,married,basic.6y,no,no,cellular,apr,mon,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.4736631072907204,0.4736631072907204
31,services,married,high.school,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5457401791134738,0.5457401791134738
56,blue-collar,married,basic.9y,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.5787757950250454,0.5787757950250454
51,entrepreneur,married,basic.6y,yes,no,cellular,jul,fri,15,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.36485232224132796,0.36485232224132796
34,blue-collar,married,basic.4y,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.45513200451153873,0.45513200451153873
41,technician,single,professional.course,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,0.5410322854356002,0.5410322854356002
34,blue-collar,married,basic.9y,no,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.47073323939943545,0.47073323939943545
39,blue-collar,divorced,basic.9y,no,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5471539845053556,0.5471539845053556
53,technician,married,professional.course,no,no,cellular,may,tue,5,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,1,0.5239293121494428,0.5239293121494428
55,admin.,married,high.school,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.46859872721374846,0.46859872721374846
49,services,divorced,high.school,no,no,cellular,apr,fri,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.48520445707705656,0.48520445707705656
31,blue-collar,single,basic.9y,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5876482108022483,0.5876482108022483
50,management,married,high.school,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5091458855235803,0.5091458855235803
32,self-employed,single,high.school,yes,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,0.3894830043203541,0.3894830043203541
41,services,divorced,basic.9y,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5157842257188033,0.5157842257188033
29,admin.,single,university.degree,yes,yes,cellular,nov,thu,4,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,1,0.5675835344301796,0.5675835344301796
39,management,married,university.degree,no,yes,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.45037751172728535,0.45037751172728535
34,technician,single,professional.course,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,1,0.5351722842336145,0.5351722842336145
57,blue-collar,married,basic.4y,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.41203564493612427,0.41203564493612427
37,services,married,high.school,yes,yes,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.47924211552030005,0.47924211552030005
36,services,married,high.school,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.2615109104680716,0.2615109104680716
36,services,single,high.school,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.42296376125612256,0.42296376125612256
43,technician,single,professional.course,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.38534030470761094,0.38534030470761094
36,blue-collar,married,basic.9y,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.4489152040166891,0.4489152040166891
54,management,divorced,university.degree,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.473301334269558,0.473301334269558
57,admin.,divorced,university.degree,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4304708420825693,0.4304708420825693
40,blue-collar,married,basic.9y,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3170561023400933,0.3170561023400933
32,blue-collar,divorced,basic.9y,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.45336016075425817,0.45336016075425817
38,admin.,married,university.degree,no,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5268242545284779,0.5268242545284779
45,technician,married,professional.course,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.5883639620623251,0.5883639620623251
29,admin.,single,university.degree,yes,no,telephone,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.42539558934885785,0.42539558934885785
38,management,married,high.school,yes,no,telephone,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.26608272580807957,0.26608272580807957
59,services,divorced,high.school,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.3423557349893527,0.3423557349893527
29,admin.,single,university.degree,yes,no,cellular,may,tue,8,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.4030059123593588,0.4030059123593588
34,blue-collar,single,university.degree,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.5121214134263932,0.5121214134263932
35,blue-collar,married,basic.6y,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.43352421382306094,0.43352421382306094
41,blue-collar,married,basic.4y,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1,0.5737655196408689,0.5737655196408689
32,admin.,married,university.degree,yes,no,cellular,nov,thu,2,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.47124282105417575,0.47124282105417575
58,retired,married,university.degree,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.44793904254589,0.44793904254589
31,admin.,married,university.degree,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.33555297658552524,0.33555297658552524
33,admin.,single,university.degree,yes,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5719858526740813,0.5719858526740813
50,management,married,university.degree,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.27333491068328014,0.27333491068328014
47,blue-collar,married,high.school,yes,no,cellular,jul,tue,18,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.05549359603306052,0.05549359603306052
32,management,married,high.school,no,yes,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,0.5693152478024657,0.5693152478024657
60,retired,married,university.degree,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,0.34670690273560667,0.34670690273560667
36,technician,married,university.degree,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.30968588799681196,0.30968588799681196
51,entrepreneur,married,university.degree,no,no,cellular,nov,wed,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,1,0.5160479561095769,0.5160479561095769
49,admin.,single,high.school,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.5357644676171774,0.5357644676171774
55,admin.,married,high.school,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.5384714950281702,0.5384714950281702
30,services,married,high.school,yes,yes,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3559797753789994,0.3559797753789994
39,management,single,basic.9y,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1,0.5048660448552053,0.5048660448552053
54,retired,married,basic.4y,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.5056203936053207,0.5056203936053207
30,self-employed,married,university.degree,yes,no,telephone,jul,thu,20,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.10225844090813742,0.10225844090813742
24,admin.,single,high.school,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1,0.562430282388329,0.562430282388329
41,management,married,university.degree,no,yes,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4102416471451842,0.4102416471451842
44,self-employed,single,university.degree,no,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5095357458444991,0.5095357458444991
35,admin.,married,high.school,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.3638784697094976,0.3638784697094976
52,entrepreneur,married,university.degree,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,0.5651423210622697,0.5651423210622697
39,self-employed,married,high.school,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.3124598476239578,0.3124598476239578
48,management,married,university.degree,yes,yes,cellular,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.44981860327953416,0.44981860327953416
37,admin.,single,university.degree,no,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,0.5330127978826273,0.5330127978826273
37,technician,single,university.degree,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5815108552377594,0.5815108552377594
46,services,married,high.school,yes,yes,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.5070669135917698,0.5070669135917698
36,services,married,high.school,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.4615389648436945,0.4615389648436945
36,services,married,high.school,yes,yes,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1,0.5472520733620329,0.5472520733620329
36,services,single,high.school,yes,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.212754486336521,0.212754486336521
29,self-employed,married,university.degree,yes,no,telephone,jun,wed,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5647384485100924,0.5647384485100924
54,management,divorced,basic.6y,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.4941913134727686,0.4941913134727686
51,retired,divorced,basic.9y,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,0.572555604346016,0.572555604346016
33,technician,single,university.degree,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.4134495530651243,0.4134495530651243
44,blue-collar,divorced,basic.4y,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5351929629441508,0.5351929629441508
47,admin.,divorced,university.degree,no,yes,cellular,aug,wed,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5845077801968718,0.5845077801968718
47,management,married,basic.4y,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.41015031241712135,0.41015031241712135
37,blue-collar,married,basic.4y,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.2906710682250314,0.2906710682250314
27,services,single,high.school,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.449981939272607,0.449981939272607
32,blue-collar,married,basic.4y,yes,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1,0.5496171193879267,0.5496171193879267
58,blue-collar,married,basic.9y,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,0.4140045863247304,0.4140045863247304
42,admin.,single,university.degree,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.570023730013681,0.570023730013681
47,blue-collar,single,basic.4y,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1,0.5030304982536363,0.5030304982536363
32,admin.,single,high.school,yes,no,cellular,may,thu,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.16430230067028156,0.16430230067028156
35,admin.,married,high.school,yes,no,telephone,may,fri,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.1724578828322278,0.1724578828322278
